filename,publication_date,download_time,primary_topic_id,primary_topic_name
W4390907087.pdf,2024-01-01,2025-08-15T06:56:57.949592,https://openalex.org/T10883,Ethics and Social Impacts of AI
W4393222196.pdf,2024-03-27,2025-08-15T07:01:34.082042,https://openalex.org/T12026,Explainable Artificial Intelligence (XAI)
W4392550838.pdf,2024-03-07,2025-08-15T07:01:55.661367,https://openalex.org/T10644,Cryospheric studies and observations
W4393239942.pdf,2024-01-01,2025-08-15T07:03:42.815658,https://openalex.org/T10482,Mathematical and Theoretical Epidemiology and Ecology Models
W4396682121.pdf,2024-01-01,2025-08-15T07:10:40.285727,https://openalex.org/T10616,Smart Agriculture and AI
W4394584235.pdf,2024-01-01,2025-08-15T07:13:52.332281,https://openalex.org/T10482,Mathematical and Theoretical Epidemiology and Ecology Models
W4390858856.pdf,2024-01-14,2025-08-15T07:20:26.672521,https://openalex.org/T14260,Impact of AI and Big Data on Business and Society
W4391753670.pdf,2024-02-12,2025-08-15T07:20:56.359618,https://openalex.org/T11371,Wind and Air Flow Studies
W4391997673.pdf,2024-01-01,2025-08-15T07:31:41.294429,https://openalex.org/T10541,Nonlinear Differential Equations Analysis
W4392438470.pdf,2024-03-01,2025-08-15T07:32:07.744778,https://openalex.org/T12126,Maritime Transport Emissions and Efficiency
W4390704937.pdf,2024-01-10,2025-08-15T07:43:20.172277,https://openalex.org/T10029,Climate variability and models
W4390740753.pdf,2024-01-11,2025-08-15T07:43:24.399965,https://openalex.org/T10571,Robotic Mechanisms and Dynamics
W4391528531.pdf,2024-02-01,2025-08-15T07:45:41.516901,https://openalex.org/T10836,Metabolomics and Mass Spectrometry Studies
W4392004891.pdf,2024-02-21,2025-08-15T07:46:25.865366,https://openalex.org/T13280,Biomedical and Engineering Education
W4394871020.pdf,2024-04-17,2025-08-15T07:49:17.892134,https://openalex.org/T12485,Optimism, Hope, and Well-being
W4400322742.pdf,2024-01-01,2025-08-15T07:51:48.721361,https://openalex.org/T10429,EEG and Brain-Computer Interfaces
W4390722651.pdf,2024-01-08,2025-08-15T07:53:28.688733,https://openalex.org/T10054,Parallel Computing and Optimization Techniques
W4402428781.pdf,2025-01-01,2025-08-15T08:03:53.399290,https://openalex.org/T11304,Advanced Neuroimaging Techniques and Applications
