filename,publication_date,download_time,primary_topic_id,primary_topic_name
W4392741075.pdf,2024-03-13,2025-08-14T10:10:30.947624,https://openalex.org/T11775,COVID-19 diagnosis using AI
W4390976747.pdf,2024-01-18,2025-08-14T10:10:31.741714,https://openalex.org/T10299,Photonic and Optical Devices
W4400949264.pdf,2024-07-24,2025-08-14T10:10:35.965379,https://openalex.org/T10028,Topic Modeling
W4392367648.pdf,2024-03-04,2025-08-14T10:10:38.222604,https://openalex.org/T10502,Advanced Memory and Neural Computing
W4399803256.pdf,2024-06-19,2025-08-14T10:10:40.351054,https://openalex.org/T10028,Topic Modeling
W4398164319.pdf,2024-05-21,2025-08-14T10:10:44.165205,https://openalex.org/T10663,Advanced Battery Technologies Research
W4399567248.pdf,2024-06-12,2025-08-14T10:10:47.769370,https://openalex.org/T10862,AI in cancer detection
W4390588537.pdf,2024-01-04,2025-08-14T10:10:50.413822,https://openalex.org/T11438,Retinal Imaging and Analysis
W4394577481.pdf,2024-04-08,2025-08-14T10:10:53.609562,https://openalex.org/T10581,Neural dynamics and brain function
W4391170193.pdf,2024-01-24,2025-08-14T10:10:59.906885,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4399739169.pdf,2024-06-17,2025-08-14T10:11:01.393425,https://openalex.org/T10392,Cutaneous Melanoma Detection and Management
W4400889241.pdf,2024-07-22,2025-08-14T10:11:05.983074,https://openalex.org/T10862,AI in cancer detection
W4390940921.pdf,2024-01-17,2025-08-14T10:11:08.227675,https://openalex.org/T10126,Logic, programming, and type systems
W4391601083.pdf,2024-02-07,2025-08-14T10:11:12.018518,https://openalex.org/T11437,Digital Platforms and Economics
W4391755293.pdf,2024-02-12,2025-08-14T10:11:14.268157,https://openalex.org/T12338,Digital literacy in education
W4390705951.pdf,2024-01-10,2025-08-14T10:11:18.431557,https://openalex.org/T10751,Forensic and Genetic Research
W4392198237.pdf,2024-02-27,2025-08-14T10:11:21.204055,https://openalex.org/T11289,Single-cell and spatial transcriptomics
W4395012011.pdf,2024-04-22,2025-08-14T10:11:22.401187,https://openalex.org/T11963,Impact of Light on Environment and Health
W4399543291.pdf,2024-06-11,2025-08-14T10:11:23.539821,https://openalex.org/T10857,Advanced Electron Microscopy Techniques and Applications
W4390754450.pdf,2024-01-11,2025-08-14T10:11:29.078816,https://openalex.org/T11407,Innovative Microfluidic and Catalytic Techniques Innovation
W4390943477.pdf,2024-01-17,2025-08-14T10:11:30.463712,https://openalex.org/T11710,Biomedical Text Mining and Ontologies
W4391383756.pdf,2024-01-31,2025-08-14T10:11:31.899488,https://openalex.org/T10338,Advanced Sensor and Energy Harvesting Materials
W4390884326.pdf,2024-01-15,2025-08-14T10:11:33.259896,https://openalex.org/T11408,Advanced Optical Imaging Technologies
W4391683511.pdf,2024-02-09,2025-08-14T10:11:34.806647,https://openalex.org/T10338,Advanced Sensor and Energy Harvesting Materials
W4395050972.pdf,2024-04-23,2025-08-14T10:11:35.848886,https://openalex.org/T10028,Topic Modeling
W4401163187.pdf,2024-07-31,2025-08-14T10:11:42.253388,https://openalex.org/T11490,Hydrological Forecasting Using AI
W4390501271.pdf,2024-01-02,2025-08-14T10:11:43.894521,https://openalex.org/T10015,Genomics and Phylogenetic Studies
W4392298148.pdf,2024-02-29,2025-08-14T10:11:47.391102,https://openalex.org/T12452,Electrowetting and Microfluidic Technologies
W4394608809.pdf,2024-04-09,2025-08-14T10:11:48.947269,https://openalex.org/T12859,Cell Image Analysis Techniques
W4392517776.pdf,2024-03-06,2025-08-14T10:11:51.025020,https://openalex.org/T10988,Advanced Fiber Laser Technologies
W4399290669.pdf,2024-06-03,2025-08-14T10:11:55.139857,https://openalex.org/T11948,Machine Learning in Materials Science
W4392698044.pdf,2024-03-12,2025-08-14T10:12:00.704559,https://openalex.org/T10863,Voice and Speech Disorders
W4392956046.pdf,2024-03-01,2025-08-14T10:12:01.988405,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4399361649.pdf,2024-06-05,2025-08-14T10:12:04.405059,https://openalex.org/T10338,Advanced Sensor and Energy Harvesting Materials
W4400580347.pdf,2024-07-01,2025-08-14T10:12:11.414306,https://openalex.org/T10174,Animal Behavior and Reproduction
W4391713912.pdf,2024-02-10,2025-08-14T10:12:12.153621,https://openalex.org/T11079,Creativity in Education and Neuroscience
W4391023377.pdf,2024-01-01,2025-08-14T10:12:16.804339,https://openalex.org/T11930,Cardiac, Anesthesia and Surgical Outcomes
W4393397025.pdf,2024-04-02,2025-08-14T10:12:18.103337,https://openalex.org/T10211,Computational Drug Discovery Methods
W4390907087.pdf,2024-01-01,2025-08-14T10:12:19.335066,https://openalex.org/T10883,Ethics and Social Impacts of AI
W4397040068.pdf,2024-05-18,2025-08-14T10:12:21.624134,https://openalex.org/T11608,Dielectric materials and actuators
W4390669311.pdf,2024-01-08,2025-08-14T10:12:25.472325,https://openalex.org/T11289,Single-cell and spatial transcriptomics
W4391811778.pdf,2024-02-14,2025-08-14T10:12:28.197868,https://openalex.org/T11206,Model Reduction and Neural Networks
W4391965576.pdf,2024-02-20,2025-08-14T10:12:28.985148,https://openalex.org/T14350,Innovation, Sustainability, Human-Machine Systems
W4393181728.pdf,2024-03-26,2025-08-14T10:12:31.422817,https://openalex.org/T10211,Computational Drug Discovery Methods
W4393867901.pdf,2024-04-03,2025-08-14T10:12:36.947612,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4392159066.pdf,2024-02-26,2025-08-14T10:12:40.542001,https://openalex.org/T10030,Electrocatalysts for Energy Conversion
W4392595180.pdf,2024-03-08,2025-08-14T10:12:41.371596,https://openalex.org/T10682,Quantum Computing Algorithms and Architecture
W4393247259.pdf,2024-03-27,2025-08-14T10:12:43.619094,https://openalex.org/T12702,Brain Tumor Detection and Classification
W4400462656.pdf,2024-07-01,2025-08-14T10:12:50.837713,https://openalex.org/T10581,Neural dynamics and brain function
W4390732526.pdf,2024-01-11,2025-08-14T10:12:51.782759,https://openalex.org/T10270,Blockchain Technology Applications and Security
W4390880481.pdf,2024-01-15,2025-08-14T10:12:53.508192,https://openalex.org/T11601,Neuroscience and Neural Engineering
W4391448972.pdf,2024-02-01,2025-08-14T10:12:55.029879,https://openalex.org/T12702,Brain Tumor Detection and Classification
W4392955866.pdf,2024-03-19,2025-08-14T10:12:56.452307,https://openalex.org/T10502,Advanced Memory and Neural Computing
W4393201001.pdf,2024-03-26,2025-08-14T10:12:58.813150,https://openalex.org/T11667,Advanced Chemical Sensor Technologies
W4396494945.pdf,2024-04-30,2025-08-14T10:12:59.991603,https://openalex.org/T10172,Cardiac Valve Diseases and Treatments
W4399046486.pdf,2024-05-27,2025-08-14T10:13:01.248200,https://openalex.org/T10245,Metamaterials and Metasurfaces Applications
W4391528827.pdf,2024-02-01,2025-08-14T10:13:02.996229,https://openalex.org/T10392,Cutaneous Melanoma Detection and Management
W4401698608.pdf,2024-08-19,2025-08-14T10:13:05.324859,https://openalex.org/T10223,Microgrid Control and Optimization
W4391750907.pdf,2024-02-12,2025-08-14T10:13:06.679006,https://openalex.org/T12702,Brain Tumor Detection and Classification
W4396723792.pdf,2024-05-08,2025-08-14T10:13:09.798008,https://openalex.org/T11948,Machine Learning in Materials Science
W4390511794.pdf,2024-01-02,2025-08-14T10:13:13.309170,https://openalex.org/T10400,Network Security and Intrusion Detection
W4391617402.pdf,2024-02-07,2025-08-14T10:13:15.730277,https://openalex.org/T10448,Memory and Neural Mechanisms
W4391993840.pdf,2024-02-21,2025-08-14T10:13:16.706952,https://openalex.org/T12859,Cell Image Analysis Techniques
W4394675788.pdf,2024-04-10,2025-08-14T10:13:17.713832,https://openalex.org/T10923,Force Microscopy Techniques and Applications
W4390750643.pdf,2024-01-11,2025-08-14T10:13:19.721185,https://openalex.org/T10309,Acute Myeloid Leukemia Research
W4391324572.pdf,2024-01-29,2025-08-14T10:13:21.752803,https://openalex.org/T10211,Computational Drug Discovery Methods
W4393162950.pdf,2024-03-25,2025-08-14T10:13:26.114095,https://openalex.org/T11206,Model Reduction and Neural Networks
W4391046230.pdf,2024-01-20,2025-08-14T10:13:29.333389,https://openalex.org/T11486,Micro and Nano Robotics
W4391346157.pdf,2024-01-30,2025-08-14T10:13:30.690163,https://openalex.org/T10174,Animal Behavior and Reproduction
W4390632356.pdf,2024-01-05,2025-08-14T10:13:32.917435,https://openalex.org/T11737,Advanced Materials and Mechanics
W4391885768.pdf,2024-02-16,2025-08-14T10:13:34.041881,https://openalex.org/T10147,Antibiotic Resistance in Bacteria
W4395467497.pdf,2024-04-25,2025-08-14T10:13:41.607234,https://openalex.org/T11737,Advanced Materials and Mechanics
W4391604520.pdf,2024-02-07,2025-08-14T10:13:46.890094,https://openalex.org/T10044,Protein Structure and Dynamics
W4392016947.pdf,2024-02-21,2025-08-14T10:13:49.299326,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4395037579.pdf,2024-04-23,2025-08-14T10:13:52.844007,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4398183239.pdf,2024-05-21,2025-08-14T10:13:53.871660,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4390975304.pdf,2024-01-18,2025-08-14T10:13:54.891345,https://openalex.org/T10036,Advanced Neural Network Applications
W4392044461.pdf,2024-02-22,2025-08-14T10:13:56.415221,https://openalex.org/T10338,Advanced Sensor and Energy Harvesting Materials
W4399608272.pdf,2024-06-13,2025-08-14T10:14:00.479628,https://openalex.org/T11289,Single-cell and spatial transcriptomics
W4400126525.pdf,2024-06-28,2025-08-14T10:14:02.567836,https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education
W4404105402.pdf,2024-11-06,2025-08-14T10:14:05.557710,https://openalex.org/T11407,Innovative Microfluidic and Catalytic Techniques Innovation
W4390619474.pdf,2024-01-05,2025-08-14T10:14:06.309956,https://openalex.org/T10471,Climate Change Policy and Economics
W4390533101.pdf,2024-01-03,2025-08-14T10:14:12.923561,https://openalex.org/T11344,Traffic Prediction and Management Techniques
W4391313209.pdf,2024-01-29,2025-08-14T10:14:15.604260,https://openalex.org/T10914,Tactile and Sensory Interactions
W4391440634.pdf,2024-02-01,2025-08-14T10:14:16.652211,https://openalex.org/T10009,Dementia and Cognitive Impairment Research
W4392200309.pdf,2024-02-27,2025-08-14T10:14:17.936271,https://openalex.org/T10247,Perovskite Materials and Applications
W4392240693.pdf,2024-02-28,2025-08-14T10:14:19.010790,https://openalex.org/T10892,Drilling and Well Engineering
W4392863786.pdf,2024-03-15,2025-08-14T10:14:21.231457,https://openalex.org/T10097,Luminescence Properties of Advanced Materials
W4394757986.pdf,2024-04-12,2025-08-14T10:14:24.535213,https://openalex.org/T10444,Context-Aware Activity Recognition Systems
W4394845403.pdf,2024-04-16,2025-08-14T10:14:25.784163,https://openalex.org/T12611,Neural Networks and Reservoir Computing
W4391091909.pdf,2024-01-22,2025-08-14T10:14:29.358104,https://openalex.org/T10682,Quantum Computing Algorithms and Architecture
W4392131537.pdf,2024-02-24,2025-08-14T10:14:32.740050,https://openalex.org/T11737,Advanced Materials and Mechanics
W4392762749.pdf,2024-03-13,2025-08-14T10:14:35.082033,https://openalex.org/T11190,3D Printing in Biomedical Research
W4392919047.pdf,2024-03-18,2025-08-14T10:14:37.185105,https://openalex.org/T11948,Machine Learning in Materials Science
W4396805571.pdf,2024-05-10,2025-08-14T10:14:38.619535,https://openalex.org/T10862,AI in cancer detection
W4390502105.pdf,2024-01-02,2025-08-14T10:14:40.221208,https://openalex.org/T10502,Advanced Memory and Neural Computing
W4391110749.pdf,2024-01-22,2025-08-14T10:14:42.831395,https://openalex.org/T10231,Pancreatic and Hepatic Oncology Research
W4393306481.pdf,2024-03-29,2025-08-14T10:14:46.257080,https://openalex.org/T11490,Hydrological Forecasting Using AI
W4400244262.pdf,2024-07-02,2025-08-14T10:14:48.953198,https://openalex.org/T10468,Photovoltaic System Optimization Techniques
W4390589568.pdf,2024-01-04,2025-08-14T10:14:50.602204,https://openalex.org/T10581,Neural dynamics and brain function
W4390636187.pdf,2024-01-06,2025-08-14T10:14:51.656353,https://openalex.org/T13377,Ecosystem dynamics and resilience
W4392232009.pdf,2024-02-28,2025-08-14T10:14:56.221842,https://openalex.org/T10241,Functional Brain Connectivity Studies
W4394680818.pdf,2024-04-10,2025-08-14T10:14:59.451488,https://openalex.org/T10502,Advanced Memory and Neural Computing
W4396895099.pdf,2024-05-14,2025-08-14T10:15:03.515809,https://openalex.org/T11287,Cancer Genomics and Diagnostics
W4399885321.pdf,2024-06-21,2025-08-14T10:15:06.896938,https://openalex.org/T11007,Hybrid Renewable Energy Systems
W4390542882.pdf,2024-01-03,2025-08-14T10:15:07.833489,https://openalex.org/T11486,Micro and Nano Robotics
W4390840308.pdf,2024-01-13,2025-08-14T10:15:09.108413,https://openalex.org/T10435,Environmental Impact and Sustainability
W4390876428.pdf,2024-01-15,2025-08-14T10:15:11.481477,https://openalex.org/T10667,Emotion and Mood Recognition
W4392088781.pdf,2024-02-22,2025-08-14T10:15:13.582813,https://openalex.org/T10502,Advanced Memory and Neural Computing
W4392655974.pdf,2024-03-11,2025-08-14T10:15:17.701718,https://openalex.org/T10400,Network Security and Intrusion Detection
W4396708749.pdf,2024-05-07,2025-08-14T10:15:20.733685,https://openalex.org/T11948,Machine Learning in Materials Science
W4390588437.pdf,2024-01-04,2025-08-14T10:15:22.608248,https://openalex.org/T11396,Artificial Intelligence in Healthcare
W4392159001.pdf,2024-02-26,2025-08-14T10:15:25.837087,https://openalex.org/T11486,Micro and Nano Robotics
W4392169153.pdf,2024-02-26,2025-08-14T10:15:27.182596,https://openalex.org/T11023,Prosthetics and Rehabilitation Robotics
W4394728153.pdf,2024-04-11,2025-08-14T10:15:29.174051,https://openalex.org/T11438,Retinal Imaging and Analysis
W4390941945.pdf,2024-01-17,2025-08-14T10:15:36.098954,https://openalex.org/T12702,Brain Tumor Detection and Classification
W4394646548.pdf,2024-04-10,2025-08-14T10:15:44.603835,https://openalex.org/T10502,Advanced Memory and Neural Computing
W4390510489.pdf,2024-01-02,2025-08-14T10:15:48.486023,https://openalex.org/T11948,Machine Learning in Materials Science
W4390572244.pdf,2024-01-03,2025-08-14T10:15:49.910440,https://openalex.org/T10581,Neural dynamics and brain function
W4390940873.pdf,2024-01-17,2025-08-14T10:15:52.877933,https://openalex.org/T12236,Photoreceptor and optogenetics research
W4391924280.pdf,2024-02-19,2025-08-14T10:15:59.088838,https://openalex.org/T10581,Neural dynamics and brain function
W4392200867.pdf,2024-02-27,2025-08-14T10:16:03.455862,https://openalex.org/T10459,Sexual function and dysfunction studies
W4396638264.pdf,2024-05-04,2025-08-14T10:16:08.022439,https://openalex.org/T11486,Micro and Nano Robotics
W4400010876.pdf,2024-06-25,2025-08-14T10:16:10.337413,https://openalex.org/T10716,Soil and Unsaturated Flow
W4390499842.pdf,2024-01-02,2025-08-14T10:16:11.401295,https://openalex.org/T10535,Landslides and related hazards
W4390571266.pdf,2024-01-03,2025-08-14T10:16:13.191507,https://openalex.org/T11486,Micro and Nano Robotics
